scope,anchor,outcome,outcome_label,family,modifier,modifier_label,modifier_type,paper_role,subset,fe,controls,term,b,se,p,N,clusters,mean_y,status
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,stackyear,other_baseline,DID at +1 SD,0.010108820111195044,0.061001344819515205,0.8683814699253669,2560,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,stackyear,other_baseline,DID at -1 SD,-0.09939772359842307,0.06353816948448929,0.11772879051403067,2560,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,none,DID at mean modifier,-0.17216556554153412,0.09656156558708168,0.07459255093571952,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,none,heterogeneity slope,0.023099695150278952,0.028079701800046583,0.4107085055710241,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,none,DID at +1 SD,-0.14906587039125516,0.10387946900537905,0.1512903006543011,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,none,DID at -1 SD,-0.19526526069181308,0.09713015557887326,0.04439453690064601,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,farm_income_only,DID at mean modifier,-0.17477268206756183,0.09892274672506299,0.07726854868579759,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,farm_income_only,heterogeneity slope,0.019673551633871172,0.02750031478198713,0.4743658112063359,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,farm_income_only,DID at +1 SD,-0.15509913043369067,0.10512888632106406,0.1401255558157716,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,farm_income_only,DID at -1 SD,-0.194446233701433,0.10015923085952423,0.05221328411328128,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,other_baseline,DID at mean modifier,-0.1744687024277484,0.09928552993504887,0.07887657049067327,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,other_baseline,heterogeneity slope,0.027070699453791293,0.029355059648761634,0.3564337954714788,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,other_baseline,DID at +1 SD,-0.1473980029739571,0.10671503930774535,0.16720828439019497,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_continuous,"Baseline farm-dependence, continuous winsorized z",continuous,continuous farm-dependence interaction,all,provyear,other_baseline,DID at -1 SD,-0.20153940188153968,0.10025254285292738,0.04439763747598958,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,none,lower/rest DID,-0.060801033360650306,0.05540387187553571,0.2724600720103474,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,none,top-minus-rest differential,0.0722184193242856,0.06296560285119152,0.25140214749103573,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,none,top group DID,0.011417385963635299,0.06509519580384474,0.8607690989767904,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,farm_income_only,lower/rest DID,-0.05937378351510058,0.05766987603189428,0.30322322985577943,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,farm_income_only,top-minus-rest differential,0.07086952576235432,0.06410050720541127,0.26889965607540256,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,farm_income_only,top group DID,0.011495742247253742,0.06522715481642603,0.8601040905689884,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,other_baseline,lower/rest DID,-0.07690157459856575,0.056775060953079735,0.17557829179174678,2560,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,other_baseline,top-minus-rest differential,0.09312741984193251,0.07071020537043432,0.18782876763390055,2560,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,stackyear,other_baseline,top group DID,0.01622584524336676,0.07076822358625948,0.818650122734965,2560,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,none,lower/rest DID,-0.18271178027379595,0.09590927760929385,0.056773828135795394,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,none,top-minus-rest differential,0.005858875200914489,0.049181801261632026,0.9051748245215402,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,none,top group DID,-0.17685290507288146,0.11155262337513801,0.11288082238422707,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,farm_income_only,lower/rest DID,-0.18287448926293062,0.0990152048880342,0.06475679294114439,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,farm_income_only,top-minus-rest differential,-0.0005699204614953799,0.04804897458837602,0.9905363209386148,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,farm_income_only,top group DID,-0.183444409724426,0.11253387941503634,0.10307485649623593,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,other_baseline,lower/rest DID,-0.18933835283447878,0.0995740003757844,0.057238666890646286,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,other_baseline,top-minus-rest differential,0.025955392892623965,0.05732307392439024,0.6506989820196374,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_tercile,Top tercile baseline farm-dependence,binary_top,top-third split,all,provyear,other_baseline,top group DID,-0.1633829599418548,0.11700282728771261,0.16259352999404908,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,stackyear,none,bottom group DID,-0.1870777413548721,0.10545810772113219,0.07607090169690152,1854,129,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,stackyear,none,top-minus-bottom differential,0.19967104851745124,0.10992134929843059,0.06929521721364112,1854,129,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,stackyear,none,top group DID,0.012593307162579143,0.06509114943749807,0.8465894251816086,1854,129,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,stackyear,farm_income_only,bottom group DID,-0.1843246321564509,0.10579706456116801,0.08146521021488728,1854,129,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,stackyear,farm_income_only,top-minus-bottom differential,0.1966316849966306,0.10990926128511389,0.07360893035447354,1854,129,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,stackyear,farm_income_only,top group DID,0.012307052840179716,0.06477918578950276,0.8493211359993608,1854,129,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,stackyear,other_baseline,bottom group DID,-0.18502918131722587,0.10341800972698031,0.0735924531759918,1740,129,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,stackyear,other_baseline,top-minus-bottom differential,0.20658152083246278,0.1098268148080482,0.05997528520447733,1740,129,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,stackyear,other_baseline,top group DID,0.021552339515236912,0.07028041538395971,0.7591005832155205,1740,129,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,none,bottom group DID,-0.2990137213159218,0.10400201518684044,0.004039299681001643,1848,127,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,none,top-minus-bottom differential,0.06261621944599043,0.10958628119639782,0.5677370734429092,1848,127,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,none,top group DID,-0.23639750186993136,0.1376828284657228,0.08598436703650303,1848,127,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,farm_income_only,bottom group DID,-0.29792233590544087,0.10395630494278184,0.004159018778588535,1848,127,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,farm_income_only,top-minus-bottom differential,0.0625967070747688,0.1097462935821716,0.5684223633240117,1848,127,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,farm_income_only,top group DID,-0.23532562883067207,0.13769673984120126,0.08744839296575183,1848,127,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,other_baseline,bottom group DID,-0.3030922127419432,0.10861798740555312,0.005263610195789222,1732,126,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,other_baseline,top-minus-bottom differential,0.06407937217816644,0.11048162140515093,0.5619144239204306,1732,126,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_top_vs_bottom,Top versus bottom tercile baseline farm-dependence,binary_top_bottom,clean top-minus-bottom contrast,top_bottom_farmdep,provyear,other_baseline,top group DID,-0.23901284056377675,0.14317251600735256,0.09503724511617874,1732,126,0.13966123362096516,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,none,DID at mean modifier,-0.04086549230455764,0.047440858069076164,0.38901850530154014,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,none,heterogeneity slope,0.0755831279252418,0.043613858770798514,0.08309440270496109,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,none,DID at +1 SD,0.03471763562068416,0.05441301952230536,0.5234482086932397,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,none,DID at -1 SD,-0.11644862022979943,0.07310834896839068,0.11120002513604031,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,farm_income_only,DID at mean modifier,-0.04050777855867803,0.04808001639402882,0.399503895136854,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,farm_income_only,heterogeneity slope,0.07577402139882734,0.04390563615957304,0.08437653633346605,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,farm_income_only,DID at +1 SD,0.035266242840149314,0.054478610478352556,0.5174112164450648,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,farm_income_only,DID at -1 SD,-0.11628179995750537,0.07423521217321137,0.11725574798277759,2740,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,other_baseline,DID at mean modifier,-0.048128942662206194,0.04779891301309055,0.31398064863960284,2560,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,other_baseline,heterogeneity slope,0.08092564454373846,0.04429839282254369,0.06772529439221624,2560,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,other_baseline,DID at +1 SD,0.03279670188153227,0.056953430277470324,0.5647157544674456,2560,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,stackyear,other_baseline,DID at -1 SD,-0.12905458720594465,0.0724601556955,0.07490557484354998,2560,135,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,none,DID at mean modifier,-0.1611697871699915,0.09391219532789888,0.08612996803719067,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,none,heterogeneity slope,0.04431546463151452,0.03468938961608857,0.20142812586508108,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,none,DID at +1 SD,-0.11685432253847698,0.10747855141231603,0.2769334610711218,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,none,DID at -1 SD,-0.205485251801506,0.09216327551033865,0.02577544266384985,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,farm_income_only,DID at mean modifier,-0.161667853271878,0.09553737640303107,0.09060883425920882,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,farm_income_only,heterogeneity slope,0.04312189923388916,0.03469895898855106,0.21396243777741664,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,farm_income_only,DID at +1 SD,-0.11854595403798883,0.10845838073544778,0.27438997869189197,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,farm_income_only,DID at -1 SD,-0.20478975250576714,0.09433766871177082,0.029945058444145443,2734,133,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,other_baseline,DID at mean modifier,-0.1585326432490499,0.09641397447776692,0.1001160802088423,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,other_baseline,heterogeneity slope,0.05308203507963238,0.03719505056496024,0.15354349151917104,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,other_baseline,DID at +1 SD,-0.10545060816941751,0.1118554425399759,0.3458138703176826,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farmdep_ordered_tercile,Ordered tercile score of baseline farm-dependence,continuous,ordered farm-dependence gradient,all,provyear,other_baseline,DID at -1 SD,-0.21161467832868228,0.09405643250966429,0.02445724438385543,2552,132,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,none,DID at mean modifier,-0.04407208009027451,0.04971332750036912,0.3753349873649814,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,none,heterogeneity slope,0.07376499492833884,0.04975854192627743,0.13821822322519883,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,none,DID at +1 SD,0.029692914838064327,0.060048006090318996,0.6209627972195249,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,none,DID at -1 SD,-0.11783707501861335,0.07930253347878077,0.13730076823304965,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,farm_income_only,DID at mean modifier,-0.04407208009027451,0.04971332750036912,0.3753349873649814,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,farm_income_only,heterogeneity slope,0.07376499492833884,0.04975854192627743,0.13821822322519883,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,farm_income_only,DID at +1 SD,0.029692914838064327,0.060048006090318996,0.6209627972195249,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,farm_income_only,DID at -1 SD,-0.11783707501861335,0.07930253347878077,0.13730076823304965,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,other_baseline,DID at mean modifier,-0.04407208009027451,0.04971332750036912,0.3753349873649814,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,other_baseline,heterogeneity slope,0.07376499492833884,0.04975854192627743,0.13821822322519883,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,other_baseline,DID at +1 SD,0.029692914838064327,0.060048006090318996,0.6209627972195249,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,stackyear,other_baseline,DID at -1 SD,-0.11783707501861335,0.07930253347878077,0.13730076823304965,2822,136,0.1260217152616811,ok
adjacent,completed_t,any_rentin,Any rented-in land,rent-in,farm_orientation_continuous,"Pre-specified farm-orientation index, continuous z",continuous,pre-specified index interaction,all,provyear,none,DID at mean modifier,-0.18273812274611553,0.093607270709442,0.05091698868602593,2816,134,0.1260217152616811,ok
